,0
0,68.115234375
1,68.115234375
2,68.4814453125
3,68.115234375
4,69.2138671875
5,70.6787109375
6,74.70703125
7,74.3408203125
8,71.044921875
9,71.4111328125
10,69.580078125
11,72.1435546875
12,68.4814453125
13,59.326171875
14,64.453125
15,64.0869140625
16,60.4248046875
17,60.05859375
18,59.6923828125
19,58.59375
20,56.396484375
21,67.0166015625
22,62.98828125
23,59.326171875
24,57.861328125
25,57.4951171875
26,66.650390625
27,75.0732421875
28,77.2705078125
29,77.63671875
30,76.904296875
31,75.0732421875
32,62.255859375
33,61.5234375
34,60.4248046875
35,67.0166015625
