,0
0,69.580078125
1,65.5517578125
2,68.84765625
3,71.77734375
4,68.84765625
5,68.4814453125
6,68.115234375
7,71.4111328125
8,73.6083984375
9,75.439453125
10,75.439453125
11,69.580078125
12,65.91796875
13,68.4814453125
14,72.509765625
15,68.115234375
16,69.580078125
17,76.5380859375
18,76.904296875
19,66.2841796875
20,77.2705078125
21,76.171875
22,77.2705078125
23,80.56640625
24,84.9609375
25,84.9609375
26,77.2705078125
27,73.974609375
28,73.2421875
29,65.185546875
30,66.650390625
31,73.6083984375
32,77.63671875
33,78.7353515625
34,75.439453125
35,72.509765625
36,70.3125
37,67.3828125
38,69.580078125
39,71.044921875
40,75.0732421875
41,79.4677734375
42,75.439453125
43,68.115234375
44,65.91796875
45,67.7490234375
46,69.2138671875
47,68.4814453125
48,68.4814453125
49,74.3408203125
50,76.171875
51,75.8056640625
52,73.6083984375
53,70.6787109375
54,62.98828125
55,66.650390625
56,71.77734375
57,72.8759765625
58,66.650390625
59,61.8896484375
60,64.0869140625
61,68.115234375
62,67.0166015625
63,65.91796875
64,73.2421875
65,76.171875
66,73.6083984375
67,70.6787109375
68,72.1435546875
