,0
0,63.720703125
1,64.453125
2,72.1435546875
3,79.1015625
4,82.03125
5,78.369140625
6,74.70703125
7,70.3125
8,68.84765625
9,58.59375
10,61.1572265625
11,66.2841796875
12,65.91796875
13,68.4814453125
14,77.63671875
15,75.8056640625
16,73.974609375
17,67.3828125
18,74.3408203125
19,77.2705078125
20,78.0029296875
21,84.228515625
22,84.9609375
23,81.6650390625
24,79.833984375
25,79.1015625
26,76.904296875
27,72.1435546875
28,64.8193359375
29,65.5517578125
30,80.9326171875
31,83.1298828125
32,76.171875
33,79.1015625
34,76.5380859375
35,71.044921875
36,76.171875
37,61.8896484375
38,60.791015625
39,64.0869140625
40,71.77734375
41,81.6650390625
42,84.228515625
43,81.298828125
44,79.833984375
45,78.369140625
46,78.369140625
47,81.298828125
48,82.3974609375
49,83.1298828125
50,78.369140625
51,76.5380859375
52,69.2138671875
53,68.4814453125
54,65.5517578125
