,0
0,64.453125
1,65.5517578125
2,68.115234375
3,68.115234375
4,66.650390625
5,63.720703125
6,62.6220703125
7,62.98828125
8,62.255859375
9,62.255859375
10,62.98828125
11,64.453125
12,65.91796875
13,68.115234375
14,69.9462890625
15,70.3125
16,67.3828125
17,62.98828125
18,61.8896484375
19,63.720703125
20,68.115234375
21,68.84765625
22,70.3125
23,68.84765625
24,66.650390625
25,64.453125
26,63.720703125
27,63.720703125
28,65.91796875
29,67.3828125
30,64.453125
31,64.8193359375
32,66.650390625
33,72.8759765625
