,0
0,51.6357421875
1,50.1708984375
2,49.072265625
3,49.072265625
4,47.2412109375
5,47.9736328125
6,50.9033203125
7,46.142578125
8,50.1708984375
9,49.8046875
10,48.7060546875
11,48.7060546875
12,47.2412109375
13,49.8046875
14,51.6357421875
15,50.537109375
16,50.1708984375
17,52.3681640625
18,49.8046875
19,48.7060546875
20,48.7060546875
21,49.072265625
22,52.734375
23,53.8330078125
24,54.931640625
25,52.001953125
26,51.6357421875
27,56.0302734375
28,55.6640625
29,52.001953125
30,49.8046875
31,47.607421875
32,46.875
33,45.0439453125
34,48.33984375
35,49.072265625
36,50.537109375
37,50.537109375
38,53.466796875
39,52.734375
40,50.1708984375
41,47.607421875
42,47.607421875
43,48.7060546875
44,48.33984375
45,47.9736328125
46,50.537109375
47,50.9033203125
48,52.001953125
49,50.9033203125
50,53.8330078125
51,56.0302734375
52,55.2978515625
53,56.0302734375
54,52.3681640625
55,54.5654296875
56,50.537109375
57,49.072265625
58,48.7060546875
59,52.734375
60,51.6357421875
61,50.1708984375
62,50.1708984375
63,50.537109375
64,54.931640625
65,53.8330078125
66,53.8330078125
67,55.6640625
68,53.8330078125
69,47.607421875
70,47.9736328125
71,49.4384765625
72,50.1708984375
73,48.33984375
74,46.875
75,45.41015625
76,45.41015625
77,45.7763671875
78,48.7060546875
79,52.734375
80,54.5654296875
81,55.2978515625
82,53.8330078125
83,57.12890625
84,58.59375
85,57.4951171875
86,53.466796875
87,50.537109375
88,50.1708984375
89,47.2412109375
90,54.931640625
91,58.59375
92,60.05859375
93,57.861328125
94,55.6640625
