,0
0,49.072265625
1,49.4384765625
2,50.537109375
3,47.607421875
4,49.8046875
5,51.26953125
6,50.1708984375
7,50.1708984375
8,49.8046875
9,51.26953125
10,48.33984375
11,49.8046875
12,49.4384765625
13,47.607421875
14,47.2412109375
15,50.1708984375
16,51.6357421875
17,51.6357421875
18,49.4384765625
19,46.142578125
20,47.607421875
21,49.072265625
22,49.072265625
23,49.4384765625
24,51.26953125
25,51.6357421875
26,52.001953125
27,52.734375
28,47.9736328125
29,47.9736328125
30,52.001953125
31,52.734375
32,55.2978515625
33,58.2275390625
34,54.19921875
35,55.2978515625
36,53.8330078125
37,49.072265625
38,47.9736328125
39,50.1708984375
40,55.6640625
41,58.9599609375
