,0
0,54.5654296875
1,53.8330078125
2,52.001953125
3,44.677734375
4,47.9736328125
5,53.8330078125
6,57.4951171875
7,53.466796875
8,49.072265625
9,47.9736328125
10,54.19921875
11,52.001953125
12,49.072265625
13,49.072265625
14,50.537109375
15,52.001953125
16,53.1005859375
17,57.4951171875
18,61.5234375
19,58.2275390625
20,53.466796875
21,52.001953125
22,50.537109375
23,47.2412109375
24,54.5654296875
25,50.9033203125
26,48.33984375
27,46.875
28,46.875
29,48.33984375
30,52.734375
31,56.396484375
32,51.6357421875
33,51.26953125
34,55.6640625
35,56.0302734375
36,52.3681640625
37,54.931640625
38,54.5654296875
39,51.26953125
40,50.1708984375
41,51.6357421875
42,54.5654296875
43,56.7626953125
44,61.5234375
45,56.7626953125
46,58.2275390625
47,57.12890625
48,58.2275390625
49,64.0869140625
50,69.580078125
51,74.70703125
52,75.439453125
53,50.537109375
54,54.5654296875
55,60.4248046875
56,60.791015625
57,57.12890625
58,52.734375
59,52.001953125
60,53.466796875
61,56.7626953125
62,60.4248046875
63,59.326171875
64,51.26953125
65,54.19921875
66,55.6640625
67,57.12890625
68,58.59375
69,54.19921875
70,49.8046875
71,50.537109375
72,53.466796875
73,54.19921875
74,56.396484375
75,54.19921875
76,50.1708984375
77,53.466796875
78,55.2978515625
79,56.396484375
80,58.59375
81,57.12890625
82,56.0302734375
83,56.396484375
84,57.861328125
85,59.326171875
86,57.12890625
