,0
0,65.185546875
1,65.91796875
2,67.0166015625
3,68.115234375
4,67.3828125
5,68.4814453125
6,67.7490234375
7,62.255859375
8,63.720703125
9,67.3828125
10,65.185546875
11,65.91796875
12,68.84765625
13,69.9462890625
14,68.115234375
15,68.4814453125
16,70.6787109375
17,70.6787109375
18,69.2138671875
19,67.7490234375
20,69.9462890625
21,65.91796875
22,67.3828125
23,69.9462890625
24,69.580078125
25,65.5517578125
26,62.98828125
27,67.7490234375
28,71.044921875
29,71.044921875
30,68.115234375
31,69.2138671875
32,71.4111328125
33,73.6083984375
34,72.8759765625
35,67.7490234375
36,67.3828125
37,69.2138671875
38,62.255859375
39,60.05859375
40,61.8896484375
41,65.91796875
42,71.4111328125
43,63.720703125
44,65.185546875
45,68.115234375
46,68.84765625
47,69.580078125
48,70.3125
49,67.7490234375
50,65.91796875
51,54.931640625
52,54.19921875
53,55.6640625
54,64.453125
55,68.115234375
56,64.0869140625
57,66.2841796875
58,81.6650390625
59,83.1298828125
60,73.974609375
61,70.6787109375
62,65.185546875
63,61.8896484375
64,62.6220703125
65,68.115234375
66,72.1435546875
67,64.453125
68,71.77734375
69,69.2138671875
70,70.3125
71,70.3125
72,69.580078125
73,67.3828125
74,68.115234375
75,68.84765625
76,72.509765625
77,71.044921875
78,69.9462890625
79,73.2421875
80,69.9462890625
