,0
0,74.3408203125
1,76.904296875
2,76.171875
3,75.439453125
4,74.70703125
5,76.904296875
6,79.1015625
7,79.833984375
8,72.1435546875
9,73.6083984375
10,82.03125
11,63.720703125
12,66.2841796875
13,68.84765625
14,67.3828125
15,79.833984375
16,76.5380859375
17,78.369140625
18,81.6650390625
19,75.0732421875
20,69.580078125
21,69.580078125
22,49.4384765625
23,49.072265625
24,47.9736328125
25,56.0302734375
26,67.0166015625
27,65.185546875
28,64.453125
29,54.5654296875
30,58.2275390625
31,71.77734375
32,70.3125
33,70.6787109375
34,73.2421875
35,62.98828125
36,71.044921875
37,64.453125
38,59.6923828125
39,58.9599609375
40,58.59375
41,62.98828125
42,54.19921875
43,57.12890625
44,61.5234375
45,59.6923828125
46,59.6923828125
47,51.6357421875
48,58.59375
49,53.1005859375
50,61.8896484375
51,65.185546875
52,72.1435546875
53,68.84765625
54,65.5517578125
55,60.791015625
56,61.1572265625
57,65.91796875
58,65.5517578125
59,66.650390625
60,62.255859375
61,56.7626953125
62,54.19921875
63,49.8046875
64,48.33984375
65,48.33984375
66,54.19921875
67,56.396484375
68,57.861328125
69,58.59375
