,0
0,77.63671875
1,81.298828125
2,80.9326171875
3,80.2001953125
4,79.1015625
5,73.2421875
6,69.2138671875
7,71.77734375
8,69.9462890625
9,69.580078125
10,76.171875
11,77.63671875
12,58.2275390625
13,57.861328125
14,63.720703125
15,64.0869140625
16,59.6923828125
17,67.3828125
18,69.580078125
19,73.6083984375
20,75.8056640625
21,67.3828125
22,67.7490234375
23,76.904296875
24,79.1015625
25,79.1015625
26,76.171875
27,65.185546875
28,57.12890625
29,56.0302734375
30,54.19921875
31,54.5654296875
32,58.59375
33,65.185546875
34,69.2138671875
35,71.4111328125
36,75.0732421875
37,76.5380859375
38,87.158203125
39,87.158203125
40,87.158203125
41,79.1015625
42,63.3544921875
43,64.8193359375
44,71.4111328125
45,76.171875
46,76.171875
47,78.369140625
48,79.4677734375
49,77.2705078125
50,72.1435546875
51,74.70703125
52,73.2421875
53,80.9326171875
54,84.228515625
55,83.8623046875
56,68.84765625
57,62.255859375
58,64.0869140625
59,64.453125
60,55.2978515625
61,64.453125
62,83.1298828125
63,76.5380859375
64,59.326171875
65,62.255859375
66,72.8759765625
67,80.56640625
68,79.833984375
