,0
0,63.3544921875
1,81.298828125
2,79.833984375
3,94.1162109375
4,89.35546875
5,75.8056640625
6,63.720703125
7,63.3544921875
8,65.185546875
9,64.453125
10,60.05859375
11,57.4951171875
12,58.9599609375
13,64.453125
14,80.56640625
15,80.56640625
16,81.298828125
17,79.4677734375
18,74.70703125
19,66.2841796875
20,60.791015625
21,64.8193359375
22,68.84765625
23,76.904296875
24,79.1015625
25,80.2001953125
26,81.6650390625
27,84.9609375
28,85.693359375
29,78.7353515625
30,62.98828125
31,61.1572265625
32,62.255859375
33,64.453125
34,65.5517578125
35,63.720703125
36,66.650390625
37,64.0869140625
38,69.580078125
39,83.1298828125
40,84.228515625
41,84.228515625
42,80.56640625
43,73.974609375
44,66.650390625
45,68.4814453125
46,85.693359375
47,83.49609375
48,79.4677734375
49,68.115234375
50,59.6923828125
51,57.12890625
52,56.0302734375
53,56.0302734375
54,62.98828125
55,85.693359375
