,0
0,64.453125
1,63.720703125
2,65.5517578125
3,65.91796875
4,68.115234375
5,62.255859375
6,64.0869140625
7,74.3408203125
8,70.3125
9,67.7490234375
10,68.84765625
11,68.115234375
12,65.91796875
13,60.791015625
14,64.8193359375
15,63.3544921875
16,63.3544921875
17,67.7490234375
18,65.5517578125
19,73.6083984375
20,66.650390625
21,66.2841796875
22,65.5517578125
23,68.4814453125
24,66.650390625
25,70.3125
26,72.509765625
27,75.8056640625
28,89.7216796875
29,81.298828125
30,78.0029296875
31,63.3544921875
32,61.8896484375
33,58.9599609375
34,60.05859375
35,62.98828125
