,0
0,62.6220703125
1,64.0869140625
2,65.5517578125
3,60.05859375
4,58.2275390625
5,59.6923828125
6,57.861328125
7,59.326171875
8,60.05859375
9,58.9599609375
10,58.59375
11,59.6923828125
12,60.4248046875
13,61.1572265625
14,60.4248046875
15,65.185546875
16,64.0869140625
17,64.453125
18,68.115234375
19,69.2138671875
20,60.791015625
21,70.3125
22,71.4111328125
23,64.453125
24,57.4951171875
25,58.59375
26,60.05859375
27,62.98828125
28,61.1572265625
29,72.1435546875
30,72.509765625
31,69.580078125
32,65.185546875
33,65.5517578125
34,62.6220703125
35,61.5234375
36,61.5234375
37,62.6220703125
38,64.0869140625
39,65.5517578125
40,62.98828125
41,62.255859375
42,66.650390625
43,62.6220703125
44,63.720703125
45,65.185546875
46,68.115234375
47,71.77734375
48,73.2421875
49,68.84765625
50,63.720703125
51,65.185546875
52,62.255859375
53,57.4951171875
54,60.791015625
55,62.6220703125
56,62.98828125
57,57.861328125
58,57.861328125
59,60.791015625
60,63.3544921875
61,64.8193359375
62,63.720703125
63,65.91796875
64,65.5517578125
65,57.861328125
66,56.7626953125
67,61.5234375
68,62.98828125
69,65.91796875
70,72.8759765625
71,63.3544921875
72,68.84765625
73,69.2138671875
74,67.3828125
75,67.0166015625
76,65.185546875
77,58.9599609375
78,56.396484375
79,57.12890625
80,54.931640625
81,61.8896484375
82,63.3544921875
83,56.7626953125
84,53.8330078125
85,55.6640625
86,64.453125
87,62.6220703125
88,59.6923828125
89,62.255859375
90,59.6923828125
91,62.255859375
92,59.326171875
93,61.5234375
94,63.3544921875
95,70.6787109375
96,73.2421875
97,67.3828125
98,62.98828125
99,60.4248046875
100,61.5234375
101,62.255859375
102,63.720703125
103,68.115234375
104,64.8193359375
105,67.3828125
106,64.453125
107,65.185546875
108,65.185546875
109,68.4814453125
110,66.650390625
111,64.453125
112,62.255859375
113,62.98828125
114,68.84765625
115,67.0166015625
116,66.650390625
117,63.720703125
118,69.580078125
119,65.185546875
120,68.84765625
121,65.5517578125
122,58.9599609375
123,62.255859375
124,63.3544921875
125,65.5517578125
126,64.453125
127,62.6220703125
128,57.12890625
129,57.861328125
130,57.4951171875
131,57.4951171875
132,59.326171875
133,62.255859375
134,61.5234375
135,60.05859375
136,59.6923828125
137,60.4248046875
138,64.0869140625
139,60.791015625
140,61.8896484375
141,63.720703125
142,66.650390625
143,69.2138671875
144,70.3125
145,65.185546875
146,65.5517578125
147,64.453125
148,64.8193359375
149,63.720703125
150,58.9599609375
151,61.5234375
152,66.650390625
153,69.580078125
154,64.8193359375
155,64.453125
156,60.791015625
157,56.396484375
158,61.5234375
159,64.8193359375
160,58.2275390625
