,0
0,64.453125
1,58.59375
2,63.720703125
3,68.4814453125
4,71.77734375
5,76.5380859375
6,79.4677734375
7,73.974609375
8,70.6787109375
9,63.720703125
10,66.650390625
11,73.974609375
12,76.904296875
13,79.4677734375
14,78.0029296875
15,65.91796875
16,65.185546875
17,69.580078125
18,67.7490234375
19,72.8759765625
20,74.70703125
21,75.0732421875
22,74.3408203125
23,74.3408203125
24,64.8193359375
25,65.5517578125
26,72.8759765625
27,71.044921875
28,65.5517578125
29,62.98828125
30,64.0869140625
31,73.974609375
