,0
0,62.255859375
1,64.453125
2,63.720703125
3,64.0869140625
4,64.453125
5,64.453125
6,62.98828125
7,63.720703125
8,64.453125
9,65.185546875
10,65.91796875
11,65.91796875
12,67.3828125
13,68.84765625
14,68.84765625
15,67.3828125
16,68.115234375
17,72.1435546875
18,72.509765625
19,73.6083984375
20,72.8759765625
21,68.4814453125
22,64.8193359375
23,67.3828125
24,63.3544921875
25,69.2138671875
26,76.904296875
27,75.0732421875
28,73.2421875
29,73.2421875
30,75.439453125
31,76.904296875
32,74.70703125
33,71.77734375
34,70.3125
35,72.1435546875
36,73.2421875
37,71.77734375
38,68.115234375
39,65.91796875
