,0
0,68.115234375
1,75.439453125
2,71.77734375
3,76.904296875
4,79.1015625
5,73.6083984375
6,69.580078125
7,66.2841796875
8,69.580078125
9,75.439453125
10,76.5380859375
11,73.2421875
12,74.70703125
13,72.1435546875
14,65.91796875
15,63.3544921875
16,60.4248046875
17,65.185546875
18,65.5517578125
19,63.720703125
20,72.8759765625
21,72.1435546875
22,75.0732421875
23,79.4677734375
24,76.5380859375
25,72.509765625
26,72.8759765625
27,82.03125
28,76.904296875
29,65.5517578125
30,62.98828125
31,70.3125
32,71.77734375
33,73.2421875
34,82.3974609375
35,72.1435546875
36,71.044921875
37,60.05859375
38,61.8896484375
39,61.5234375
40,65.5517578125
41,62.6220703125
42,67.3828125
43,67.0166015625
44,69.580078125
45,70.3125
46,72.8759765625
47,67.7490234375
48,67.0166015625
49,73.6083984375
50,73.2421875
51,67.3828125
52,65.91796875
53,69.580078125
54,65.185546875
55,64.8193359375
56,64.453125
57,67.7490234375
58,65.91796875
59,65.91796875
60,64.8193359375
61,72.509765625
62,69.2138671875
63,66.650390625
64,65.185546875
65,62.6220703125
66,60.791015625
67,65.91796875
68,65.5517578125
69,65.5517578125
70,68.4814453125
71,77.2705078125
72,67.0166015625
73,67.7490234375
74,74.70703125
75,78.369140625
