,0
0,64.453125
1,69.2138671875
2,60.791015625
3,57.861328125
4,60.791015625
5,60.4248046875
6,60.05859375
7,61.5234375
8,60.4248046875
9,66.650390625
10,69.2138671875
11,70.6787109375
12,69.2138671875
13,58.9599609375
14,58.9599609375
15,58.59375
16,59.326171875
17,62.98828125
18,61.8896484375
19,62.6220703125
20,64.8193359375
21,66.2841796875
22,67.7490234375
23,65.91796875
24,66.650390625
25,56.0302734375
26,59.6923828125
27,60.4248046875
28,60.791015625
29,65.5517578125
30,62.98828125
31,63.3544921875
32,66.650390625
33,67.0166015625
34,71.044921875
35,70.6787109375
36,57.861328125
37,55.6640625
38,55.2978515625
39,62.255859375
40,61.8896484375
41,71.77734375
42,70.6787109375
43,67.3828125
44,61.5234375
45,57.861328125
46,58.9599609375
47,56.396484375
48,57.12890625
49,55.6640625
50,64.453125
51,68.84765625
52,67.3828125
53,62.98828125
54,68.115234375
55,58.9599609375
56,62.255859375
57,63.720703125
58,61.5234375
59,62.98828125
60,59.6923828125
61,61.1572265625
62,58.2275390625
63,58.9599609375
64,61.5234375
65,60.791015625
66,64.0869140625
67,58.2275390625
68,58.2275390625
