,0
0,62.98828125
1,63.720703125
2,66.2841796875
3,67.3828125
4,76.5380859375
5,82.03125
6,80.9326171875
7,72.509765625
8,65.185546875
9,54.5654296875
10,57.4951171875
11,58.2275390625
12,59.6923828125
13,64.8193359375
14,64.0869140625
15,68.4814453125
16,69.9462890625
17,67.0166015625
18,65.185546875
19,64.8193359375
20,70.3125
21,72.509765625
22,76.5380859375
23,75.8056640625
24,67.0166015625
25,63.720703125
26,61.8896484375
27,59.326171875
28,58.59375
29,57.4951171875
30,60.05859375
31,66.650390625
32,72.8759765625
33,73.6083984375
34,73.974609375
35,67.7490234375
36,65.5517578125
37,61.5234375
38,58.59375
39,58.9599609375
40,62.98828125
41,63.720703125
42,64.8193359375
43,61.1572265625
44,56.396484375
45,57.12890625
46,61.8896484375
47,60.4248046875
48,55.2978515625
49,54.19921875
50,63.3544921875
51,71.044921875
52,64.453125
53,62.255859375
54,58.59375
55,57.12890625
