,0
0,63.720703125
1,68.4814453125
2,70.3125
3,71.77734375
4,66.650390625
5,65.185546875
6,65.91796875
7,69.2138671875
8,71.77734375
9,72.509765625
10,72.509765625
11,72.8759765625
12,72.509765625
13,71.77734375
14,68.84765625
15,72.509765625
16,65.185546875
17,67.0166015625
18,66.2841796875
19,68.84765625
20,72.8759765625
21,72.1435546875
22,67.3828125
23,75.8056640625
24,76.171875
25,73.2421875
26,72.8759765625
27,72.8759765625
28,73.974609375
29,67.7490234375
30,70.3125
31,72.8759765625
32,68.4814453125
33,79.1015625
34,79.4677734375
35,77.63671875
36,69.580078125
37,71.4111328125
38,65.185546875
39,65.91796875
40,65.5517578125
41,64.453125
42,71.044921875
43,64.0869140625
44,61.5234375
45,62.6220703125
46,66.2841796875
47,72.509765625
48,78.369140625
49,78.7353515625
50,78.7353515625
51,76.904296875
52,77.2705078125
53,76.904296875
54,75.439453125
55,75.8056640625
56,73.6083984375
57,75.0732421875
58,77.2705078125
59,75.439453125
60,74.70703125
61,73.6083984375
62,74.70703125
63,74.70703125
64,77.63671875
65,73.2421875
66,69.580078125
67,65.185546875
68,67.3828125
