,0
0,59.6923828125
1,59.326171875
2,57.12890625
3,56.7626953125
4,56.0302734375
5,57.4951171875
6,55.6640625
7,55.6640625
8,55.6640625
9,57.12890625
10,57.4951171875
11,60.4248046875
12,58.59375
13,58.59375
14,58.59375
15,60.05859375
16,60.05859375
17,62.255859375
18,60.05859375
19,61.1572265625
20,61.5234375
21,62.255859375
22,62.255859375
23,62.98828125
24,61.8896484375
25,59.326171875
26,58.2275390625
27,59.6923828125
28,61.5234375
29,63.720703125
30,64.0869140625
31,65.185546875
32,65.185546875
33,60.791015625
34,59.326171875
35,59.326171875
36,61.8896484375
37,62.98828125
