,0
0,61.8896484375
1,64.8193359375
2,61.8896484375
3,60.05859375
4,68.4814453125
5,70.6787109375
6,65.185546875
7,61.1572265625
8,60.4248046875
9,67.3828125
10,72.1435546875
11,74.70703125
12,70.3125
13,69.9462890625
14,68.4814453125
15,69.580078125
16,69.9462890625
17,59.6923828125
18,60.4248046875
19,60.4248046875
20,63.720703125
21,64.8193359375
22,60.05859375
23,61.5234375
24,62.98828125
25,61.1572265625
26,68.115234375
27,60.791015625
28,63.3544921875
29,64.8193359375
30,64.0869140625
31,66.650390625
32,60.4248046875
33,59.6923828125
34,61.5234375
35,62.6220703125
36,62.98828125
37,71.77734375
38,67.7490234375
39,65.5517578125
40,64.453125
