,0
0,80.9326171875
1,75.439453125
2,76.904296875
3,79.1015625
4,79.1015625
5,79.833984375
6,79.1015625
7,79.1015625
8,78.369140625
9,79.4677734375
10,78.7353515625
11,76.904296875
12,79.833984375
13,73.974609375
14,79.4677734375
15,74.70703125
16,76.171875
17,82.03125
18,85.693359375
19,84.5947265625
20,82.3974609375
21,78.369140625
22,73.974609375
23,73.974609375
24,76.171875
25,78.369140625
26,82.03125
27,84.9609375
28,84.9609375
29,83.8623046875
30,84.5947265625
31,82.763671875
32,80.56640625
33,80.56640625
34,81.298828125
35,82.763671875
36,86.42578125
37,87.5244140625
38,85.693359375
39,87.158203125
40,86.42578125
41,85.693359375
42,86.42578125
43,84.5947265625
44,85.693359375
45,84.5947265625
46,81.298828125
47,90.087890625
48,86.7919921875
49,86.42578125
50,84.9609375
51,84.228515625
52,84.228515625
53,85.3271484375
54,84.9609375
55,84.9609375
56,86.42578125
57,86.42578125
58,84.228515625
59,80.2001953125
60,79.1015625
61,81.298828125
62,83.49609375
63,82.763671875
64,82.03125
65,79.1015625
66,76.171875
67,77.63671875
68,77.63671875
