,0
0,62.6220703125
1,65.185546875
2,67.7490234375
3,68.84765625
4,65.5517578125
5,68.84765625
6,62.98828125
7,65.185546875
8,68.4814453125
9,70.3125
10,65.185546875
11,67.7490234375
12,69.9462890625
13,65.91796875
14,56.396484375
15,62.6220703125
16,65.91796875
17,63.3544921875
18,62.6220703125
19,67.3828125
20,65.5517578125
21,66.650390625
22,63.720703125
23,64.8193359375
24,62.255859375
25,63.720703125
26,67.7490234375
27,68.115234375
28,71.77734375
29,68.4814453125
30,70.6787109375
31,70.6787109375
32,69.9462890625
33,68.84765625
34,68.4814453125
35,66.650390625
36,65.5517578125
37,64.8193359375
38,67.0166015625
39,68.4814453125
40,68.84765625
41,65.5517578125
42,64.453125
43,60.791015625
44,64.8193359375
45,60.4248046875
46,65.5517578125
47,67.0166015625
48,61.8896484375
49,67.3828125
50,60.4248046875
51,61.8896484375
52,63.720703125
53,64.453125
54,60.791015625
55,59.6923828125
