,0
0,63.720703125
1,65.185546875
2,70.3125
3,72.8759765625
4,75.439453125
5,72.8759765625
6,67.0166015625
7,72.1435546875
8,71.4111328125
9,67.7490234375
10,63.720703125
11,65.185546875
12,64.453125
13,63.720703125
14,61.8896484375
15,60.4248046875
16,60.4248046875
17,64.0869140625
18,64.8193359375
19,57.861328125
20,56.7626953125
21,61.8896484375
22,62.255859375
23,59.326171875
24,59.6923828125
25,57.4951171875
26,67.0166015625
27,62.6220703125
28,65.91796875
29,59.6923828125
30,63.720703125
31,62.6220703125
32,62.98828125
33,62.255859375
34,60.791015625
35,54.931640625
36,59.326171875
37,65.91796875
38,65.185546875
39,65.185546875
40,57.861328125
41,56.0302734375
42,57.861328125
43,59.326171875
