,0
0,68.115234375
1,66.2841796875
2,67.3828125
3,73.2421875
4,66.2841796875
5,63.720703125
6,62.6220703125
7,62.98828125
8,58.9599609375
9,58.59375
10,60.05859375
11,75.439453125
12,76.904296875
13,72.509765625
14,72.8759765625
15,65.91796875
16,70.3125
17,68.84765625
18,69.580078125
19,69.9462890625
20,65.185546875
21,63.3544921875
22,64.453125
23,65.91796875
24,61.8896484375
25,60.4248046875
26,60.791015625
27,60.791015625
28,60.4248046875
29,60.791015625
30,62.98828125
31,66.650390625
32,67.0166015625
33,66.650390625
34,69.9462890625
35,72.509765625
36,71.77734375
37,68.84765625
38,63.720703125
39,63.3544921875
40,68.115234375
41,65.185546875
42,57.12890625
43,59.326171875
44,62.6220703125
45,65.91796875
46,69.2138671875
47,67.0166015625
48,71.77734375
49,67.0166015625
50,65.185546875
51,65.91796875
52,65.185546875
53,64.8193359375
54,64.453125
55,69.580078125
