,0
0,73.2421875
1,68.115234375
2,72.8759765625
3,69.580078125
4,68.115234375
5,67.7490234375
6,66.650390625
7,67.3828125
8,72.509765625
9,73.974609375
10,72.509765625
11,69.9462890625
12,59.6923828125
13,66.650390625
14,66.2841796875
15,68.4814453125
16,64.453125
17,60.791015625
18,64.0869140625
19,68.84765625
20,69.580078125
21,69.2138671875
22,68.4814453125
23,68.84765625
24,71.044921875
25,70.3125
26,67.7490234375
27,67.3828125
28,68.115234375
29,68.4814453125
30,67.3828125
31,70.3125
32,69.2138671875
