,0
0,69.9462890625
1,67.7490234375
2,63.720703125
3,68.4814453125
4,68.4814453125
5,73.974609375
6,67.7490234375
7,67.3828125
8,61.1572265625
9,57.4951171875
10,64.453125
11,67.7490234375
12,67.0166015625
13,64.453125
14,56.396484375
15,60.05859375
16,62.255859375
17,62.255859375
18,58.9599609375
19,62.6220703125
20,71.4111328125
21,70.3125
22,61.8896484375
23,65.91796875
24,63.3544921875
25,63.720703125
26,64.453125
27,68.115234375
28,64.0869140625
29,60.791015625
30,67.0166015625
31,69.9462890625
32,64.0869140625
33,74.70703125
34,72.509765625
35,69.580078125
36,64.0869140625
37,65.91796875
38,68.4814453125
39,63.3544921875
40,61.1572265625
41,60.4248046875
42,66.2841796875
43,72.8759765625
44,61.8896484375
45,64.453125
46,64.8193359375
47,61.1572265625
48,64.0869140625
49,67.3828125
50,65.91796875
51,60.4248046875
52,61.5234375
53,60.791015625
54,73.6083984375
55,67.0166015625
