,0
0,59.326171875
1,62.255859375
2,57.12890625
3,58.9599609375
4,65.185546875
5,65.185546875
6,60.4248046875
7,62.6220703125
8,60.05859375
9,58.59375
10,57.861328125
11,48.7060546875
12,45.41015625
13,49.4384765625
14,52.734375
15,52.001953125
16,49.8046875
17,49.4384765625
18,57.12890625
19,58.2275390625
20,56.7626953125
21,54.931640625
22,65.185546875
23,69.9462890625
24,65.185546875
25,61.5234375
26,56.396484375
27,58.9599609375
28,65.91796875
29,71.044921875
30,69.2138671875
31,80.56640625
32,82.763671875
33,79.4677734375
34,78.369140625
35,64.0869140625
36,79.1015625
37,80.9326171875
38,79.833984375
39,70.6787109375
40,78.369140625
41,79.1015625
42,78.369140625
43,78.0029296875
44,76.5380859375
45,71.77734375
46,86.42578125
47,91.552734375
48,92.28515625
49,89.35546875
50,87.158203125
51,84.228515625
52,77.2705078125
53,82.763671875
54,65.91796875
55,71.044921875
56,79.1015625
57,79.833984375
58,75.8056640625
59,71.044921875
60,53.466796875
61,54.19921875
62,54.19921875
63,53.1005859375
64,49.8046875
65,52.3681640625
66,57.861328125
67,56.396484375
68,58.2275390625
69,54.5654296875
70,53.466796875
71,54.19921875
72,60.05859375
73,54.5654296875
74,53.466796875
75,89.7216796875
76,86.42578125
77,82.03125
78,90.4541015625
79,93.75
80,96.6796875
81,97.412109375
82,98.14453125
83,93.75
84,94.482421875
85,92.28515625
86,88.2568359375
87,86.0595703125
88,90.087890625
89,88.623046875
90,86.42578125
91,85.693359375
92,86.0595703125
93,84.228515625
94,82.3974609375
95,78.0029296875
96,77.63671875
97,75.439453125
98,68.84765625
