,0
0,78.7353515625
1,78.369140625
2,79.4677734375
3,76.904296875
4,68.115234375
5,67.3828125
6,71.044921875
7,71.77734375
8,76.171875
9,77.63671875
10,77.63671875
11,77.63671875
12,75.439453125
13,74.70703125
14,76.904296875
15,76.904296875
16,76.904296875
17,77.63671875
18,77.63671875
19,76.904296875
20,72.1435546875
21,72.509765625
22,74.70703125
23,76.171875
24,76.171875
25,77.63671875
26,76.904296875
27,73.6083984375
28,66.2841796875
29,60.05859375
30,60.05859375
31,60.4248046875
32,68.115234375
33,69.580078125
34,71.044921875
35,69.9462890625
36,71.77734375
37,75.0732421875
38,79.1015625
39,77.63671875
40,69.580078125
41,67.7490234375
42,65.185546875
43,61.5234375
44,60.05859375
45,60.05859375
46,78.369140625
47,83.49609375
48,84.228515625
49,80.56640625
50,73.2421875
51,71.77734375
52,74.70703125
53,76.904296875
54,79.1015625
55,79.1015625
56,79.1015625
57,79.1015625
58,77.63671875
59,74.70703125
60,73.2421875
61,73.974609375
62,74.70703125
63,73.974609375
64,75.8056640625
