,0
0,47.607421875
1,48.33984375
2,50.537109375
3,54.931640625
4,67.0166015625
5,63.3544921875
6,56.396484375
7,54.931640625
8,55.6640625
9,55.6640625
10,56.0302734375
11,56.396484375
12,57.861328125
13,57.12890625
14,59.326171875
15,54.5654296875
16,54.931640625
17,52.734375
18,52.3681640625
19,50.9033203125
20,50.9033203125
21,53.1005859375
22,54.5654296875
23,53.466796875
24,54.931640625
25,54.19921875
26,54.931640625
27,53.466796875
28,53.466796875
29,55.6640625
30,57.861328125
31,59.326171875
32,58.59375
33,54.931640625
34,59.326171875
35,60.05859375
36,56.7626953125
37,59.326171875
38,60.05859375
39,60.4248046875
40,58.9599609375
41,60.05859375
42,63.3544921875
43,64.0869140625
44,58.9599609375
45,49.072265625
