,0
0,57.12890625
1,62.255859375
2,75.439453125
3,60.791015625
4,79.833984375
5,81.6650390625
6,78.7353515625
7,68.115234375
8,63.720703125
9,64.0869140625
10,66.650390625
11,66.650390625
12,65.185546875
13,73.2421875
14,93.3837890625
15,99.2431640625
16,93.3837890625
17,92.28515625
18,85.693359375
19,80.56640625
20,72.8759765625
21,72.8759765625
22,62.98828125
23,68.84765625
24,65.5517578125
25,61.1572265625
26,60.05859375
27,58.9599609375
28,57.4951171875
29,56.396484375
30,60.791015625
31,98.14453125
32,99.9755859375
33,86.7919921875
34,84.228515625
35,89.35546875
36,83.8623046875
37,65.185546875
38,60.791015625
39,62.98828125
40,58.59375
41,54.5654296875
42,60.05859375
43,52.734375
44,52.3681640625
45,49.8046875
46,64.8193359375
47,80.56640625
48,83.8623046875
49,78.369140625
50,58.2275390625
51,56.0302734375
52,56.7626953125
53,58.59375
54,58.59375
55,50.9033203125
