,0
0,72.1435546875
1,71.044921875
2,56.7626953125
3,54.931640625
4,55.6640625
5,51.6357421875
6,63.720703125
7,65.185546875
8,58.9599609375
9,55.2978515625
10,49.072265625
11,59.326171875
12,73.974609375
13,70.3125
14,65.91796875
15,65.5517578125
16,68.4814453125
17,65.185546875
18,61.8896484375
19,57.12890625
20,55.6640625
21,54.5654296875
22,56.396484375
23,56.396484375
24,64.8193359375
25,62.255859375
26,63.720703125
27,64.453125
28,67.7490234375
29,69.580078125
30,63.720703125
31,61.5234375
32,63.3544921875
33,65.185546875
34,66.650390625
35,64.0869140625
36,65.5517578125
37,71.77734375
38,75.8056640625
39,70.3125
40,63.720703125
41,61.8896484375
42,71.4111328125
43,75.439453125
44,81.6650390625
45,92.28515625
