,0
0,49.4384765625
1,54.19921875
2,54.931640625
3,54.19921875
4,54.19921875
5,52.3681640625
6,58.9599609375
7,45.7763671875
8,49.8046875
9,55.6640625
10,58.59375
11,58.2275390625
12,58.59375
13,63.3544921875
14,99.9755859375
15,103.271484375
16,101.4404296875
17,89.7216796875
18,65.5517578125
19,62.255859375
20,65.91796875
21,93.017578125
22,102.5390625
23,101.806640625
24,99.9755859375
25,101.806640625
26,104.736328125
27,105.8349609375
28,106.5673828125
29,71.044921875
30,63.3544921875
31,60.05859375
32,59.326171875
33,57.12890625
