,0
0,54.19921875
1,52.001953125
2,53.1005859375
3,57.12890625
4,61.1572265625
5,60.791015625
6,57.861328125
7,57.12890625
8,56.396484375
9,54.931640625
10,54.19921875
11,54.5654296875
12,56.396484375
13,57.4951171875
14,54.19921875
15,53.466796875
16,53.1005859375
17,47.9736328125
18,53.8330078125
19,46.875
20,49.8046875
21,51.26953125
22,52.001953125
23,49.8046875
24,43.9453125
25,52.734375
26,52.3681640625
27,53.466796875
28,53.8330078125
29,52.3681640625
30,56.396484375
31,57.861328125
32,56.396484375
33,54.931640625
34,57.861328125
35,59.326171875
36,65.185546875
37,67.3828125
38,65.185546875
39,60.4248046875
40,60.4248046875
41,59.6923828125
