,0
0,61.5234375
1,58.59375
2,54.19921875
3,52.001953125
4,57.12890625
5,64.8193359375
6,63.720703125
7,60.791015625
8,57.4951171875
9,58.2275390625
10,60.05859375
11,69.9462890625
12,66.650390625
13,64.8193359375
14,61.8896484375
15,57.12890625
16,53.466796875
17,52.3681640625
18,59.326171875
19,61.8896484375
20,62.6220703125
21,57.12890625
22,57.861328125
23,60.791015625
24,62.98828125
25,60.05859375
26,58.59375
27,54.5654296875
28,53.1005859375
29,55.6640625
30,58.59375
31,60.05859375
32,62.98828125
33,63.720703125
34,65.185546875
35,66.2841796875
36,65.185546875
37,66.2841796875
38,71.4111328125
39,72.509765625
40,75.439453125
41,70.6787109375
42,73.6083984375
43,73.974609375
44,79.833984375
45,83.49609375
46,81.6650390625
47,54.931640625
48,54.931640625
49,55.6640625
50,57.861328125
51,75.0732421875
52,78.0029296875
53,76.5380859375
54,63.720703125
55,61.1572265625
56,61.5234375
57,57.861328125
58,60.05859375
59,79.4677734375
60,64.453125
61,60.791015625
62,64.8193359375
63,63.3544921875
64,58.9599609375
65,57.861328125
66,60.4248046875
67,62.6220703125
68,61.5234375
69,60.791015625
70,59.326171875
71,62.6220703125
72,60.791015625
73,60.4248046875
74,61.1572265625
75,60.05859375
76,63.720703125
77,58.9599609375
78,53.1005859375
79,51.6357421875
80,49.8046875
81,49.4384765625
82,49.072265625
83,48.33984375
84,55.2978515625
85,58.9599609375
86,61.8896484375
87,49.8046875
88,49.8046875
89,50.9033203125
90,46.5087890625
