,0
0,58.59375
1,62.6220703125
2,59.326171875
3,56.0302734375
4,69.2138671875
5,69.580078125
6,66.650390625
7,63.3544921875
8,71.044921875
9,67.3828125
10,63.720703125
11,58.59375
12,58.2275390625
13,60.791015625
14,62.98828125
15,68.84765625
16,72.509765625
17,71.77734375
18,57.4951171875
19,50.537109375
20,44.677734375
21,49.4384765625
22,52.734375
23,52.734375
24,54.5654296875
25,48.33984375
26,62.98828125
27,60.05859375
28,62.98828125
29,77.63671875
30,76.5380859375
31,62.255859375
32,54.5654296875
33,54.19921875
34,57.12890625
35,58.59375
36,52.001953125
37,51.26953125
38,60.05859375
39,61.1572265625
40,64.8193359375
41,70.3125
42,63.3544921875
43,80.2001953125
44,83.49609375
45,83.1298828125
46,65.91796875
47,62.255859375
48,53.466796875
49,54.5654296875
50,55.2978515625
51,57.861328125
52,58.9599609375
53,62.98828125
54,67.7490234375
55,70.3125
56,80.2001953125
57,80.56640625
58,72.8759765625
59,66.650390625
60,66.650390625
61,73.6083984375
62,85.693359375
63,84.5947265625
64,86.42578125
65,85.693359375
66,80.2001953125
67,69.580078125
68,63.720703125
69,58.59375
70,57.12890625
71,49.072265625
72,52.734375
73,54.5654296875
74,58.59375
75,72.1435546875
76,78.369140625
77,75.439453125
78,75.439453125
79,75.439453125
80,71.044921875
81,58.59375
82,55.6640625
83,53.466796875
84,53.1005859375
85,58.9599609375
86,66.650390625
87,69.9462890625
88,64.8193359375
89,59.326171875
90,57.12890625
91,57.861328125
92,57.4951171875
93,60.791015625
94,60.4248046875
95,69.580078125
96,54.19921875
97,54.931640625
98,52.001953125
99,56.396484375
100,57.861328125
101,58.9599609375
102,62.98828125
103,63.3544921875
104,56.0302734375
105,75.0732421875
106,82.3974609375
107,85.3271484375
108,68.115234375
109,58.9599609375
110,54.931640625
111,64.453125
112,70.3125
113,73.2421875
114,73.974609375
115,75.8056640625
116,66.650390625
117,72.509765625
118,64.0869140625
119,65.91796875
120,54.5654296875
121,50.537109375
122,49.4384765625
123,49.8046875
124,50.537109375
125,50.1708984375
126,47.607421875
127,47.607421875
128,50.537109375
129,52.001953125
130,60.791015625
131,69.580078125
132,59.326171875
133,56.396484375
134,50.9033203125
135,49.8046875
136,55.2978515625
137,54.19921875
138,54.931640625
139,65.5517578125
140,69.580078125
141,72.509765625
142,79.4677734375
143,79.833984375
144,69.9462890625
145,64.453125
146,62.255859375
147,59.6923828125
148,63.3544921875
149,70.6787109375
150,68.4814453125
151,70.6787109375
152,69.9462890625
153,68.84765625
154,69.580078125
155,65.185546875
156,57.12890625
