,0
0,55.6640625
1,64.8193359375
2,66.650390625
3,54.5654296875
4,57.861328125
5,57.12890625
6,58.59375
7,60.05859375
8,62.255859375
9,65.185546875
10,66.2841796875
11,64.0869140625
12,70.3125
13,59.326171875
14,54.5654296875
15,56.7626953125
16,61.5234375
17,63.3544921875
18,58.9599609375
19,68.84765625
20,84.5947265625
21,91.9189453125
22,69.2138671875
23,58.2275390625
24,51.26953125
25,53.1005859375
26,57.12890625
27,76.171875
28,77.63671875
29,74.70703125
30,73.2421875
31,65.5517578125
32,60.05859375
33,55.6640625
34,52.734375
35,52.001953125
36,52.001953125
37,48.7060546875
38,47.2412109375
39,56.7626953125
40,56.0302734375
41,54.5654296875
42,53.466796875
43,70.6787109375
