,0
0,49.072265625
1,48.7060546875
2,47.607421875
3,47.9736328125
4,47.9736328125
5,52.734375
6,52.3681640625
7,47.607421875
8,49.072265625
9,51.6357421875
10,49.8046875
11,48.7060546875
12,51.26953125
13,53.466796875
14,52.3681640625
15,52.001953125
16,48.7060546875
17,48.33984375
18,49.8046875
19,50.537109375
20,52.3681640625
21,49.8046875
22,47.9736328125
23,47.607421875
24,46.5087890625
25,46.5087890625
26,47.607421875
27,52.734375
28,56.0302734375
29,50.1708984375
30,51.26953125
31,49.072265625
32,49.4384765625
33,49.8046875
34,51.6357421875
35,51.6357421875
36,49.4384765625
37,58.9599609375
38,57.12890625
39,54.931640625
40,46.5087890625
41,46.5087890625
42,50.537109375
43,49.072265625
44,46.5087890625
45,47.607421875
46,48.33984375
47,49.8046875
48,50.1708984375
49,51.26953125
50,52.734375
51,52.001953125
52,49.8046875
53,50.537109375
54,49.072265625
55,46.875
56,46.5087890625
57,55.6640625
58,59.326171875
59,54.5654296875
