,0
0,60.4248046875
1,62.6220703125
2,60.4248046875
3,72.509765625
4,67.3828125
5,67.0166015625
6,67.0166015625
7,64.8193359375
8,56.0302734375
9,57.861328125
10,75.439453125
11,73.2421875
12,70.6787109375
13,60.4248046875
14,58.59375
15,57.861328125
16,60.05859375
17,62.255859375
18,62.255859375
19,75.0732421875
20,68.84765625
21,66.2841796875
22,64.0869140625
23,61.1572265625
24,57.861328125
25,56.396484375
26,54.19921875
27,54.931640625
28,55.2978515625
29,67.3828125
30,80.56640625
31,79.1015625
32,79.1015625
33,79.1015625
34,77.2705078125
35,75.0732421875
36,75.439453125
37,75.0732421875
38,75.0732421875
39,57.4951171875
