,0
0,77.63671875
1,74.3408203125
2,62.6220703125
3,59.326171875
4,54.19921875
5,71.77734375
6,74.70703125
7,75.0732421875
8,72.509765625
9,64.8193359375
10,73.2421875
11,75.0732421875
12,75.439453125
13,75.0732421875
14,72.509765625
15,72.509765625
16,74.70703125
17,75.0732421875
18,73.974609375
19,73.2421875
20,73.974609375
21,53.1005859375
22,58.59375
23,64.0869140625
24,66.650390625
25,75.439453125
26,78.0029296875
27,77.2705078125
28,74.70703125
29,74.70703125
30,75.0732421875
31,75.439453125
32,76.171875
33,76.171875
34,74.70703125
35,73.6083984375
36,70.6787109375
37,75.439453125
38,74.70703125
39,74.70703125
40,73.974609375
41,74.70703125
42,75.0732421875
43,77.63671875
44,76.904296875
45,75.439453125
46,77.2705078125
47,80.56640625
48,98.876953125
49,106.93359375
50,82.763671875
51,83.49609375
52,98.5107421875
53,98.5107421875
54,91.9189453125
55,73.2421875
56,71.044921875
57,66.650390625
58,73.2421875
59,73.974609375
60,75.439453125
61,69.2138671875
62,55.6640625
63,52.001953125
64,53.1005859375
65,52.001953125
66,52.734375
67,59.326171875
68,67.7490234375
69,72.509765625
70,75.0732421875
71,76.171875
72,65.91796875
73,62.255859375
74,62.255859375
75,50.537109375
76,52.3681640625
77,68.115234375
78,69.580078125
79,68.84765625
80,65.185546875
81,61.8896484375
82,70.6787109375
83,76.171875
84,64.0869140625
85,57.12890625
86,60.05859375
87,62.6220703125
88,62.6220703125
89,62.98828125
90,60.05859375
91,59.6923828125
92,74.3408203125
93,74.70703125
94,73.2421875
95,74.70703125
96,75.439453125
