,0
0,71.77734375
1,68.4814453125
2,58.9599609375
3,59.326171875
4,58.9599609375
5,70.6787109375
6,73.974609375
7,86.42578125
8,67.3828125
9,64.0869140625
10,51.26953125
11,69.2138671875
12,76.5380859375
13,79.4677734375
14,83.1298828125
15,78.369140625
16,74.70703125
17,80.56640625
18,81.298828125
19,78.369140625
20,67.0166015625
21,59.326171875
22,58.59375
23,53.466796875
24,51.26953125
25,52.734375
26,54.19921875
27,61.1572265625
28,62.255859375
29,62.98828125
30,58.59375
31,54.19921875
32,57.4951171875
33,63.720703125
34,64.453125
