,0
0,57.12890625
1,56.396484375
2,62.255859375
3,64.8193359375
4,63.720703125
5,62.6220703125
6,67.7490234375
7,71.77734375
8,71.044921875
9,65.185546875
10,62.98828125
11,67.0166015625
12,67.7490234375
13,65.5517578125
14,63.720703125
15,63.3544921875
16,64.453125
17,64.453125
18,64.8193359375
19,62.255859375
20,65.185546875
21,64.0869140625
22,69.580078125
23,75.439453125
24,73.974609375
25,67.7490234375
26,62.255859375
27,64.453125
28,67.3828125
29,68.84765625
30,71.4111328125
31,71.77734375
32,66.650390625
33,64.453125
34,65.185546875
35,66.650390625
36,64.0869140625
37,71.77734375
38,66.650390625
39,64.453125
40,55.6640625
