,0
0,72.509765625
1,73.974609375
2,63.3544921875
3,59.326171875
4,59.326171875
5,57.12890625
6,55.6640625
7,60.4248046875
8,84.228515625
9,85.3271484375
10,46.142578125
11,58.9599609375
12,65.5517578125
13,66.2841796875
14,62.98828125
15,84.9609375
16,85.693359375
17,85.693359375
18,84.228515625
19,82.03125
20,71.044921875
21,65.5517578125
22,42.48046875
23,47.607421875
24,52.734375
25,55.6640625
26,59.6923828125
27,62.255859375
28,66.2841796875
29,74.70703125
30,73.974609375
31,65.91796875
32,66.650390625
33,75.439453125
34,73.2421875
35,54.19921875
36,68.84765625
37,66.2841796875
38,73.2421875
39,65.5517578125
40,59.326171875
