,0
0,73.2421875
1,73.974609375
2,71.77734375
3,70.3125
4,69.580078125
5,69.580078125
6,68.4814453125
7,70.3125
8,71.044921875
9,71.77734375
10,72.509765625
11,72.509765625
12,71.044921875
13,70.3125
14,70.3125
15,70.3125
16,71.044921875
17,72.509765625
18,72.509765625
19,72.509765625
20,73.974609375
21,73.974609375
22,73.974609375
23,73.2421875
24,72.509765625
25,71.044921875
26,70.3125
27,71.044921875
28,70.3125
29,70.3125
30,71.77734375
31,73.2421875
32,74.70703125
33,76.171875
34,76.171875
35,73.974609375
36,72.509765625
37,73.2421875
38,73.974609375
39,73.2421875
40,72.509765625
41,73.2421875
42,73.2421875
43,73.974609375
44,75.439453125
45,75.439453125
46,74.70703125
47,75.439453125
48,74.70703125
49,73.2421875
50,72.509765625
51,73.2421875
52,73.2421875
53,72.509765625
54,71.77734375
55,71.77734375
