,0
0,68.115234375
1,68.115234375
2,68.115234375
3,67.3828125
4,68.115234375
5,68.84765625
6,68.84765625
7,71.044921875
8,71.77734375
9,69.580078125
10,68.115234375
11,68.115234375
12,68.115234375
13,68.115234375
14,69.580078125
15,70.3125
16,71.77734375
17,72.509765625
18,75.0732421875
19,75.439453125
20,76.904296875
21,78.0029296875
22,74.70703125
23,70.3125
24,67.3828125
25,60.05859375
26,78.369140625
27,82.03125
28,84.228515625
29,84.228515625
30,84.228515625
31,86.42578125
32,87.158203125
33,85.3271484375
34,84.9609375
35,84.9609375
36,83.49609375
37,81.298828125
38,82.03125
39,84.228515625
40,84.5947265625
41,84.9609375
42,86.42578125
43,77.2705078125
44,79.833984375
45,82.03125
46,81.298828125
47,77.2705078125
48,61.8896484375
49,83.49609375
50,84.228515625
51,84.228515625
52,83.1298828125
53,84.9609375
54,84.228515625
55,81.298828125
56,76.904296875
57,73.974609375
