,0
0,54.19921875
1,54.931640625
2,54.19921875
3,56.7626953125
4,52.001953125
5,48.33984375
6,48.7060546875
7,53.8330078125
8,55.6640625
9,55.2978515625
10,53.8330078125
11,55.2978515625
12,57.4951171875
13,56.0302734375
14,55.2978515625
15,59.6923828125
16,56.396484375
17,56.7626953125
18,54.931640625
19,52.001953125
20,56.396484375
21,61.8896484375
22,60.05859375
23,61.5234375
24,62.6220703125
25,68.4814453125
26,64.8193359375
27,61.8896484375
28,59.6923828125
29,62.98828125
30,62.98828125
31,61.1572265625
32,58.2275390625
33,62.98828125
34,65.185546875
35,65.185546875
36,59.6923828125
37,64.0869140625
38,64.8193359375
39,61.1572265625
40,60.4248046875
41,59.326171875
42,58.9599609375
43,61.8896484375
44,65.5517578125
45,56.0302734375
46,50.537109375
47,49.4384765625
48,52.734375
49,57.12890625
50,62.6220703125
51,69.580078125
52,64.0869140625
53,58.2275390625
54,61.8896484375
