,0
0,61.5234375
1,62.98828125
2,60.791015625
3,63.720703125
4,63.720703125
5,62.255859375
6,58.59375
7,56.396484375
8,48.7060546875
9,56.7626953125
10,59.6923828125
11,56.396484375
12,62.255859375
13,69.2138671875
14,68.115234375
15,62.6220703125
16,57.861328125
17,60.791015625
18,63.3544921875
19,64.453125
20,58.9599609375
21,60.791015625
22,55.2978515625
23,53.466796875
24,60.791015625
25,64.8193359375
26,64.453125
27,63.720703125
28,64.453125
29,65.185546875
30,65.91796875
31,66.650390625
32,67.7490234375
33,68.84765625
34,70.3125
35,70.6787109375
36,69.580078125
37,67.7490234375
38,65.185546875
39,65.91796875
40,68.84765625
41,71.77734375
42,72.1435546875
43,68.84765625
44,69.9462890625
45,72.509765625
46,75.439453125
47,74.3408203125
48,71.77734375
49,70.6787109375
50,69.2138671875
51,71.77734375
52,72.509765625
53,76.5380859375
54,71.044921875
55,67.3828125
56,69.2138671875
57,72.1435546875
58,71.044921875
59,70.3125
60,72.509765625
61,73.2421875
62,73.2421875
63,73.974609375
64,75.0732421875
65,76.171875
66,73.974609375
67,70.3125
68,68.4814453125
69,68.115234375
70,66.650390625
71,65.91796875
72,67.0166015625
73,68.115234375
74,68.84765625
75,68.115234375
76,54.5654296875
77,53.8330078125
78,53.466796875
79,54.931640625
80,67.3828125
81,67.7490234375
82,68.115234375
83,69.580078125
84,69.580078125
85,70.3125
86,68.84765625
87,56.396484375
88,55.6640625
89,57.861328125
90,59.6923828125
91,60.05859375
92,60.05859375
93,61.5234375
94,62.98828125
95,61.5234375
96,62.98828125
97,68.115234375
98,67.3828125
99,67.7490234375
100,68.115234375
101,66.650390625
102,64.453125
103,63.720703125
104,64.453125
105,63.720703125
106,62.6220703125
107,64.8193359375
108,63.720703125
109,65.91796875
110,67.3828125
111,68.115234375
112,66.650390625
113,65.91796875
114,64.0869140625
115,63.720703125
116,64.453125
117,65.5517578125
118,62.6220703125
119,62.255859375
120,58.9599609375
121,60.791015625
122,64.453125
