,0
0,45.0439453125
1,49.8046875
2,51.6357421875
3,56.7626953125
4,49.072265625
5,50.537109375
6,50.1708984375
7,49.072265625
8,55.6640625
9,57.12890625
10,53.8330078125
11,51.26953125
12,50.537109375
13,50.1708984375
14,49.072265625
15,52.734375
16,54.5654296875
17,49.8046875
18,48.7060546875
19,49.8046875
20,49.4384765625
21,43.212890625
22,49.072265625
23,50.1708984375
24,49.4384765625
25,49.8046875
26,48.33984375
27,50.537109375
28,45.41015625
29,46.5087890625
30,47.9736328125
31,49.8046875
32,49.8046875
33,50.9033203125
34,52.734375
35,50.1708984375
36,47.607421875
37,52.001953125
38,51.26953125
39,54.931640625
40,58.59375
41,56.396484375
