,0
0,50.537109375
1,48.33984375
2,46.142578125
3,49.072265625
4,65.5517578125
5,63.3544921875
6,57.12890625
7,58.9599609375
8,61.8896484375
9,67.3828125
10,64.0869140625
11,56.396484375
12,49.072265625
13,50.537109375
14,65.185546875
15,67.7490234375
16,60.791015625
17,58.59375
18,55.6640625
19,60.05859375
20,59.6923828125
21,61.1572265625
22,54.19921875
23,50.537109375
24,49.8046875
25,50.1708984375
26,48.33984375
27,45.41015625
28,64.0869140625
29,68.115234375
30,67.7490234375
31,72.8759765625
32,70.6787109375
33,50.9033203125
34,52.001953125
35,51.26953125
36,54.931640625
37,55.6640625
38,60.4248046875
39,56.0302734375
40,48.33984375
41,57.861328125
42,60.05859375
43,60.05859375
44,60.05859375
45,64.8193359375
46,77.63671875
47,73.974609375
48,68.4814453125
49,52.001953125
50,52.734375
51,55.2978515625
52,60.4248046875
53,67.7490234375
54,79.1015625
55,80.56640625
56,78.369140625
57,77.2705078125
58,65.185546875
59,52.734375
60,61.8896484375
61,60.791015625
62,62.98828125
63,54.5654296875
64,52.3681640625
65,69.580078125
66,71.77734375
67,68.84765625
68,66.2841796875
69,69.9462890625
70,62.98828125
71,57.4951171875
72,55.6640625
73,60.05859375
74,62.98828125
