,0
0,53.466796875
1,53.466796875
2,51.26953125
3,58.2275390625
4,64.0869140625
5,60.791015625
6,58.2275390625
7,47.9736328125
8,49.8046875
9,65.5517578125
10,60.4248046875
11,60.791015625
12,61.8896484375
13,65.5517578125
14,69.580078125
15,63.720703125
16,57.4951171875
17,47.607421875
18,52.001953125
19,57.12890625
20,59.326171875
21,60.791015625
22,60.05859375
23,59.326171875
24,63.720703125
25,59.326171875
26,57.861328125
27,57.4951171875
28,53.466796875
29,53.8330078125
30,61.1572265625
31,66.650390625
32,66.650390625
33,64.453125
34,61.5234375
35,49.8046875
36,50.9033203125
37,53.466796875
38,57.12890625
39,58.59375
40,57.12890625
41,58.59375
42,59.326171875
