,0
0,82.03125
1,78.7353515625
2,74.70703125
3,77.63671875
4,78.369140625
5,77.63671875
6,76.904296875
7,79.1015625
8,80.56640625
9,80.56640625
10,79.1015625
11,76.904296875
12,76.171875
13,76.171875
14,77.63671875
15,78.369140625
16,77.63671875
17,77.63671875
18,76.171875
19,76.904296875
20,77.2705078125
21,76.904296875
22,76.904296875
23,77.63671875
24,77.63671875
25,77.63671875
26,75.439453125
27,74.70703125
28,75.439453125
29,75.439453125
30,77.63671875
31,77.63671875
32,76.904296875
33,77.63671875
34,77.63671875
35,77.63671875
36,77.63671875
37,78.369140625
38,76.904296875
39,76.904296875
40,76.904296875
41,76.904296875
42,76.171875
43,76.171875
44,76.5380859375
45,76.171875
46,75.439453125
47,75.439453125
48,76.5380859375
49,75.8056640625
50,75.439453125
51,75.439453125
52,76.171875
53,75.8056640625
54,74.70703125
55,75.439453125
56,75.439453125
57,75.439453125
58,74.70703125
59,76.904296875
60,76.171875
61,75.439453125
62,75.439453125
63,76.904296875
64,77.63671875
65,77.63671875
66,76.904296875
67,76.904296875
