,0
0,58.9599609375
1,64.453125
2,68.84765625
3,71.77734375
4,73.2421875
5,72.1435546875
6,64.8193359375
7,66.2841796875
8,67.7490234375
9,68.84765625
10,67.3828125
11,66.650390625
12,68.115234375
13,70.3125
14,71.77734375
15,71.77734375
16,70.3125
17,68.84765625
18,66.650390625
19,66.650390625
20,67.3828125
21,68.84765625
22,67.3828125
23,67.0166015625
24,68.115234375
25,72.1435546875
26,73.2421875
27,71.77734375
28,69.580078125
29,69.580078125
30,69.580078125
31,68.115234375
32,65.91796875
33,57.4951171875
34,56.396484375
35,54.931640625
36,55.6640625
37,57.4951171875
38,57.4951171875
