,0
0,55.6640625
1,56.396484375
2,59.6923828125
3,52.001953125
4,54.19921875
5,53.466796875
6,52.734375
7,55.2978515625
8,63.720703125
9,64.453125
10,62.255859375
11,60.791015625
12,67.0166015625
13,75.439453125
14,77.63671875
15,76.904296875
16,57.12890625
17,50.537109375
18,50.9033203125
19,46.142578125
20,49.072265625
21,52.734375
22,49.8046875
23,49.072265625
24,61.5234375
25,58.9599609375
26,57.12890625
27,53.8330078125
28,51.26953125
29,47.9736328125
30,48.33984375
31,51.26953125
32,51.6357421875
33,53.466796875
34,54.19921875
35,57.4951171875
36,60.05859375
37,49.8046875
38,49.072265625
39,51.26953125
40,48.33984375
41,65.5517578125
42,58.59375
43,56.7626953125
44,54.19921875
45,54.5654296875
46,55.6640625
47,55.2978515625
48,55.6640625
49,53.1005859375
50,51.26953125
51,50.537109375
52,76.904296875
53,72.509765625
54,57.861328125
55,56.0302734375
56,76.171875
57,82.03125
58,82.03125
59,83.1298828125
60,86.42578125
61,88.9892578125
62,74.70703125
63,69.580078125
64,68.115234375
65,57.12890625
66,53.466796875
67,54.19921875
68,54.19921875
69,54.5654296875
70,56.0302734375
71,57.12890625
72,56.396484375
73,60.791015625
74,59.326171875
75,60.791015625
76,55.6640625
77,55.6640625
78,60.791015625
79,60.05859375
80,57.4951171875
81,55.2978515625
82,55.6640625
83,57.861328125
84,57.861328125
85,54.19921875
86,51.6357421875
87,52.3681640625
88,62.6220703125
89,78.369140625
90,66.2841796875
91,55.6640625
92,52.734375
93,53.8330078125
94,54.931640625
95,53.466796875
96,55.6640625
97,56.0302734375
98,44.677734375
99,47.607421875
100,54.19921875
101,63.3544921875
102,77.63671875
103,63.3544921875
104,57.12890625
105,54.19921875
106,54.931640625
107,54.19921875
108,49.8046875
109,48.33984375
110,47.607421875
111,57.861328125
112,56.7626953125
113,66.650390625
114,65.91796875
115,62.98828125
116,62.6220703125
117,61.8896484375
118,72.1435546875
119,73.6083984375
120,72.8759765625
121,64.453125
122,58.9599609375
123,56.396484375
124,54.931640625
