,0
0,43.9453125
1,45.0439453125
2,46.142578125
3,43.9453125
4,45.41015625
5,46.5087890625
6,47.9736328125
7,47.9736328125
8,46.875
9,44.3115234375
10,47.9736328125
11,53.1005859375
12,54.19921875
13,47.2412109375
14,44.677734375
15,43.212890625
16,44.677734375
17,44.677734375
18,43.9453125
19,44.677734375
20,43.5791015625
21,45.0439453125
22,46.875
23,48.33984375
24,48.33984375
25,45.7763671875
26,44.3115234375
27,41.3818359375
28,41.3818359375
29,42.1142578125
30,46.875
31,43.9453125
32,44.677734375
33,46.142578125
34,44.677734375
35,46.142578125
36,42.8466796875
37,42.8466796875
38,39.55078125
39,42.48046875
40,41.015625
41,41.3818359375
42,41.3818359375
43,41.015625
44,46.875
45,45.7763671875
46,45.41015625
47,43.5791015625
48,43.212890625
49,41.748046875
50,43.5791015625
51,42.48046875
52,41.3818359375
53,41.748046875
54,41.748046875
55,41.3818359375
56,42.1142578125
57,42.8466796875
58,43.212890625
59,45.0439453125
60,47.607421875
61,47.607421875
62,41.3818359375
63,46.142578125
64,45.7763671875
65,45.7763671875
66,44.677734375
67,43.5791015625
68,42.1142578125
