,0
0,56.7626953125
1,58.2275390625
2,58.59375
3,82.763671875
4,80.2001953125
5,69.580078125
6,61.1572265625
7,58.59375
8,54.19921875
9,50.537109375
10,49.072265625
11,49.8046875
12,48.7060546875
13,48.33984375
14,49.072265625
15,48.7060546875
16,55.6640625
17,55.2978515625
18,54.931640625
19,54.19921875
20,52.3681640625
21,53.466796875
22,54.19921875
23,55.6640625
24,54.19921875
25,57.12890625
26,57.12890625
27,61.8896484375
28,64.8193359375
29,62.255859375
30,53.1005859375
31,56.0302734375
32,58.2275390625
33,55.6640625
34,57.4951171875
35,62.6220703125
36,77.2705078125
37,82.03125
38,64.453125
39,65.91796875
40,69.580078125
41,55.2978515625
42,54.19921875
43,54.931640625
44,53.8330078125
45,52.3681640625
46,49.4384765625
47,48.33984375
48,49.072265625
49,52.001953125
50,53.466796875
51,53.8330078125
52,63.3544921875
53,68.115234375
54,67.3828125
55,70.3125
56,42.48046875
