,0
0,68.84765625
1,71.77734375
2,72.509765625
3,73.2421875
4,72.8759765625
5,71.77734375
6,70.6787109375
7,65.185546875
8,61.5234375
9,65.91796875
10,69.580078125
11,71.77734375
12,72.509765625
13,72.509765625
14,73.2421875
15,74.70703125
16,73.974609375
17,73.974609375
18,73.974609375
19,72.509765625
20,72.509765625
21,73.2421875
22,73.974609375
23,74.70703125
24,74.70703125
25,74.70703125
26,75.439453125
27,75.439453125
28,75.0732421875
29,75.439453125
30,75.439453125
31,74.70703125
32,73.974609375
33,74.70703125
34,75.439453125
35,76.904296875
36,75.439453125
37,72.8759765625
38,71.044921875
39,71.77734375
40,70.3125
41,72.8759765625
42,73.2421875
43,74.70703125
44,75.439453125
45,75.439453125
46,73.2421875
47,71.044921875
48,68.115234375
49,65.91796875
50,68.84765625
51,70.3125
52,71.044921875
53,65.185546875
54,56.7626953125
55,56.0302734375
56,60.05859375
57,68.84765625
58,68.84765625
59,67.3828125
60,68.84765625
61,70.3125
62,71.044921875
63,68.84765625
64,67.3828125
65,65.91796875
66,67.3828125
67,68.84765625
68,68.84765625
