,0
0,55.6640625
1,52.734375
2,52.001953125
3,53.8330078125
4,59.326171875
5,57.4951171875
6,54.931640625
7,54.19921875
8,54.931640625
9,73.2421875
10,86.0595703125
11,87.5244140625
12,87.158203125
13,88.2568359375
14,49.072265625
15,49.072265625
16,52.001953125
17,54.931640625
18,58.59375
19,53.8330078125
20,56.7626953125
21,54.931640625
22,52.3681640625
23,54.19921875
24,53.466796875
25,54.19921875
26,54.931640625
27,57.861328125
28,56.396484375
29,62.255859375
30,62.98828125
31,62.98828125
32,58.9599609375
33,55.6640625
34,63.3544921875
35,64.453125
36,62.98828125
37,63.3544921875
38,73.974609375
39,80.56640625
40,73.974609375
41,60.05859375
42,60.05859375
43,63.3544921875
44,64.453125
45,63.720703125
46,61.8896484375
47,60.4248046875
48,58.59375
49,64.8193359375
50,61.5234375
51,66.650390625
52,49.072265625
53,48.33984375
54,51.26953125
55,54.19921875
56,52.001953125
57,54.931640625
58,52.001953125
59,54.931640625
60,52.3681640625
61,47.9736328125
62,50.537109375
63,53.466796875
64,57.12890625
65,59.326171875
66,58.59375
67,51.6357421875
68,52.734375
