,0
0,52.734375
1,57.12890625
2,46.875
3,57.4951171875
4,53.1005859375
5,54.931640625
6,55.6640625
7,54.19921875
8,54.19921875
9,57.12890625
10,62.98828125
11,61.1572265625
12,48.33984375
13,53.466796875
14,54.931640625
15,57.861328125
16,60.4248046875
17,62.255859375
18,59.6923828125
19,58.59375
20,56.7626953125
21,52.001953125
22,58.2275390625
23,58.2275390625
24,60.791015625
25,54.931640625
26,54.931640625
27,53.8330078125
28,62.255859375
29,70.6787109375
30,69.9462890625
31,65.185546875
32,61.8896484375
33,58.59375
34,57.861328125
35,55.6640625
36,52.734375
37,50.9033203125
38,53.8330078125
39,52.734375
40,52.3681640625
41,51.26953125
42,52.001953125
43,54.19921875
44,53.8330078125
45,53.466796875
46,52.001953125
47,50.9033203125
48,65.5517578125
49,63.720703125
50,62.98828125
51,60.05859375
52,61.1572265625
53,60.4248046875
54,57.4951171875
