,0
0,74.70703125
1,67.0166015625
2,65.185546875
3,71.044921875
4,71.77734375
5,72.509765625
6,70.6787109375
7,72.1435546875
8,72.1435546875
9,72.509765625
10,76.171875
11,78.369140625
12,80.9326171875
13,72.1435546875
14,67.7490234375
15,64.8193359375
16,64.453125
17,69.2138671875
18,71.77734375
19,73.974609375
20,83.8623046875
21,80.9326171875
22,69.2138671875
23,66.650390625
24,70.6787109375
25,69.580078125
26,68.115234375
27,63.3544921875
28,64.453125
29,63.720703125
30,65.91796875
31,67.7490234375
32,68.115234375
33,68.84765625
34,65.185546875
35,69.580078125
36,65.185546875
37,64.8193359375
38,61.5234375
39,51.26953125
40,52.001953125
41,57.4951171875
42,58.2275390625
43,57.4951171875
44,48.33984375
45,50.1708984375
46,49.072265625
47,48.33984375
