,0
0,57.861328125
1,58.59375
2,59.6923828125
3,60.791015625
4,61.5234375
5,62.255859375
6,62.255859375
7,62.255859375
8,61.5234375
9,62.255859375
10,62.98828125
11,62.98828125
12,62.98828125
13,62.98828125
14,62.6220703125
15,62.255859375
16,60.791015625
17,59.326171875
18,59.326171875
19,60.791015625
20,59.6923828125
21,60.791015625
22,60.791015625
23,61.5234375
24,61.5234375
25,62.255859375
26,63.3544921875
27,65.185546875
28,65.91796875
29,62.6220703125
30,62.255859375
31,62.98828125
32,64.453125
33,67.0166015625
34,66.650390625
35,65.91796875
36,64.8193359375
37,64.453125
38,62.6220703125
39,62.255859375
40,61.5234375
41,62.98828125
42,65.5517578125
43,63.3544921875
44,57.4951171875
45,64.0869140625
46,63.720703125
47,65.185546875
48,64.453125
49,65.185546875
50,65.185546875
51,65.91796875
52,66.650390625
53,67.3828125
54,65.91796875
55,65.91796875
56,65.91796875
57,66.650390625
58,65.91796875
59,65.185546875
60,55.2978515625
61,61.1572265625
62,58.2275390625
63,60.4248046875
64,60.791015625
65,62.255859375
66,60.791015625
67,60.05859375
68,60.05859375
