,0
0,60.791015625
1,63.720703125
2,71.77734375
3,71.4111328125
4,71.77734375
5,67.3828125
6,67.0166015625
7,68.84765625
8,69.580078125
9,74.70703125
10,73.974609375
11,70.6787109375
12,60.4248046875
13,56.396484375
14,58.59375
15,57.861328125
16,64.0869140625
17,74.70703125
18,71.77734375
19,65.91796875
20,57.4951171875
21,51.26953125
22,52.001953125
23,49.8046875
24,64.0869140625
25,66.650390625
26,59.326171875
27,56.396484375
28,56.396484375
29,63.3544921875
30,65.91796875
31,66.2841796875
32,54.19921875
33,53.8330078125
34,53.8330078125
35,53.1005859375
