,0
0,69.580078125
1,65.91796875
2,75.0732421875
3,80.56640625
4,82.03125
5,74.70703125
6,73.2421875
7,70.6787109375
8,68.115234375
9,72.1435546875
10,70.3125
11,69.2138671875
12,71.77734375
13,74.70703125
14,73.974609375
15,72.509765625
16,71.77734375
17,71.4111328125
18,71.044921875
19,70.3125
20,69.2138671875
21,68.115234375
22,66.650390625
23,67.3828125
24,68.84765625
25,68.115234375
26,67.3828125
27,65.91796875
28,65.5517578125
29,67.0166015625
30,67.7490234375
31,68.115234375
32,67.7490234375
33,62.6220703125
34,67.3828125
35,69.9462890625
36,68.84765625
37,67.3828125
38,67.3828125
39,67.3828125
40,68.115234375
41,68.4814453125
42,70.6787109375
43,71.77734375
44,71.77734375
45,71.044921875
46,69.580078125
47,68.115234375
48,67.3828125
49,68.84765625
50,68.84765625
51,70.3125
52,71.4111328125
53,73.974609375
54,73.974609375
55,75.8056640625
56,80.56640625
57,79.4677734375
58,76.171875
59,61.5234375
60,60.4248046875
