,0
0,54.19921875
1,54.19921875
2,57.12890625
3,65.185546875
4,58.59375
5,60.791015625
6,71.77734375
7,74.70703125
8,76.171875
9,76.5380859375
10,75.8056640625
11,77.2705078125
12,78.7353515625
13,55.6640625
14,55.6640625
15,55.6640625
16,57.12890625
17,68.115234375
18,82.03125
19,81.298828125
20,79.1015625
21,77.2705078125
22,79.833984375
23,77.63671875
24,79.1015625
25,86.42578125
26,83.49609375
27,83.49609375
28,77.2705078125
29,82.03125
30,80.2001953125
31,76.904296875
32,77.2705078125
33,80.56640625
34,80.56640625
35,82.03125
36,82.763671875
37,83.49609375
38,81.298828125
39,79.833984375
40,81.298828125
41,82.03125
42,80.9326171875
43,80.9326171875
44,82.763671875
45,85.693359375
46,87.890625
47,86.42578125
48,83.8623046875
49,79.4677734375
50,79.833984375
51,83.49609375
52,83.49609375
53,82.03125
54,82.763671875
55,83.49609375
56,82.763671875
57,87.890625
58,87.890625
59,63.3544921875
60,49.8046875
61,52.001953125
62,52.001953125
63,54.19921875
64,78.7353515625
65,79.4677734375
66,79.833984375
67,78.369140625
68,75.8056640625
