,0
0,60.791015625
1,61.1572265625
2,60.791015625
3,58.9599609375
4,61.8896484375
5,59.326171875
6,57.4951171875
7,54.19921875
8,58.2275390625
9,60.05859375
10,60.4248046875
11,56.7626953125
12,53.466796875
13,52.3681640625
14,53.1005859375
15,52.3681640625
16,59.6923828125
17,68.84765625
18,63.720703125
19,61.5234375
20,66.650390625
21,64.453125
22,59.6923828125
23,65.185546875
24,69.580078125
25,73.6083984375
26,69.580078125
27,52.734375
28,60.05859375
29,73.2421875
30,76.5380859375
31,66.650390625
